ENGLISH	HRVATSKI, SRPSKI	RS800CX-HRRS800CX
	Rename: Za promjenu naziva podsjetnika, odaberite slova s GORE ili DOLJE, i prihvatite s OK.	RS800CX-HRRS800CX
See active reminders and modify them	U monitoru srčane frekvencije možete programirati sedam podsjetnika.	RS800CX-HRRS800CX
Select Settings > Watch > Reminders Select a reminder to view, edit, rename or delete.	Za pregled aktivnih podsjetnika i njihovo namještanje: Odaberite Settings > Watch > Reminders Odaberite određeni podsjetnik za pregled, namještanje, promjenu naziva ili brisanje.	RS800CX-HRRS800CX
Event Set an event countdown in the training computer Select Settings > Watch > Event Event day: dd=day, mm=month.	Događaj Za postavljanje odbrojavanje do događaja u monitor srčane frekvencije Odaberite Settings > Watch > Event Event day: Datum događaja. dd=dan, mm=mjesec.	RS800CX-HRRS800CX
Rename: To rename the event, select letters with UP or DOWN, and accept with OK.	Rename: Za promjenu naziva događaja, odaberite slova s GORE ili DOLJE i prihvatite s OK.	RS800CX-HRRS800CX
Modify the event countdown	Za promjenu odbrojavanja do događaja.	RS800CX-HRRS800CX
Select Settings > Watch > Event You can view the event countdown, set a new date, rename or delete it.	Odaberite Settings > Watch > Event Možete pregledati odbrojavanje do događaja, postaviti novi datum, promijeniti mu naziv ili ga izbrisati.	RS800CX-HRRS800CX
In time mode, hide or view the event countdown again by pressing and holding UP. Alarm Set an alarm on your training computer	U vremenskom režimu, sakrijte ili ponovo pregledajte odbrojavanje do događaja pritiskom i držanjem tipke GORE.	RS800CX-HRRS800CX
Select Settings > Watch > Alarm > Off / Once / Mon-Fri / Daily	Alarm Postavljanje alarma u vašem monitoru srčane frekvencije Odaberite Settings > Watch > Alarm > Off / Once / Mon-Fri / Daily Alarm možete postaviti da se aktivira jednom (Once), svaki dan između ponedjeljka i petka (Mon-Fri), ili dnevno (Daily).	RS800CX-HRRS800CX
You can set the alarm to go off once everyday between Monday and Friday, or daily.	Alarm se oglašava u svim režimima rada osim u režimu vježbanja, i to će činiti jednu minutu ako ne pritisnete STOP.	RS800CX-HRRS800CX
The alarm sounds in all modes except in exercise mode, and will do so for a minute unless you press STOP.	Alarm sata također funkcionira u hibernaciji i čak ako ste zvuk ugasili u općenitim postavkama.	RS800CX-HRRS800CX
The watch alarm also functions in sleep mode.		RS800CX-HRRS800CX
The alarm will sound even if you have turned the sound off in the General settings.		RS800CX-HRRS800CX
To snooze the alarm an extra 10 minutes, press UP or DOWN buttons or OK: Snooze is displayed and the snooze time starts counting.	Za odgađanje alarma dodatnih 10 minuta, pritisnite tipke GORE, DOLJE ili OK.	RS800CX-HRRS800CX
To abort the snooze stage and alarm mode, press STOP.		RS800CX-HRRS800CX
If a battery symbol appears in the display, the alarm cannot be activated.	Prikaže se Snooze i počinje odbrojavanje produženog vremena alarma.	RS800CX-HRRS800CX
Time Set time 1 in the training computer Select Settings > Watch > Time 1 > 24h / 12h	Za izlazak iz produženog alarma, pritisnite STOP.	RS800CX-HRRS800CX
Set time 2 in the training computer Select Settings > Watch > Time 2	Ako se na zaslonu pojavi simbol baterije, alarm se ne može aktivirati.	RS800CX-HRRS800CX
Set the time difference between time 1 and time 2 in hours.		RS800CX-HRRS800CX
Switch between time zones Select Settings > Watch > Time zone > Time 1 / Time 2	Vrijeme U monitoru srčane frekvencije postavite vrijeme 1 Odaberite Settings > Watch > Time 1 > 24h / 12h U monitoru srčane frekvencije postavite vrijeme 2 Odaberite Settings > Watch > Time 2	RS800CX-HRRS800CX
40 Settings	40 POSTAVKE	RS800CX-HRRS800CX
ENGLISH		RS800CX-HRRS800CX
Select a time zone	HRVATSKI, SRPSKI	RS800CX-HRRS800CX
In time mode, change the time zone by pressing and holding DOWN.	Postavite željenu vremensku razliku između vremena 1 i vremena 2 u satima pomoću tipki GORE/DOLJE.	RS800CX-HRRS800CX
Number 2 on the lower right corner of the display indicates that Time 2 is in use.	Prebacivanje između vremenskih zona Odaberite Settings > Watch > Time zone > Time 1 / Time 2 Odabir vremenske zone U vremenskom režimu, promijenite vremensku zonu pritiskom i držanjem tipke DOLJE.	RS800CX-HRRS800CX
Date Set the date in the training computer	Broj 2 u donjem desnom kutu zaslona označava da se koristi Vrijeme 2.	RS800CX-HRRS800CX
Select Settings > Watch > Date dd=day, mm=month, yy=year	Datum Namještanje datuma u monitoru srčane frekvencije Odaberite Settings > Watch > Date dd=dan, mm=mjesec, yy=godina	RS800CX-HRRS800CX
You can change settings easily by using the software.	Postavke lako mijenjate koristeći softver.	RS800CX-HRRS800CX
For further information, see software help.	Za dodatne informacije pogledajte upute za softver.	RS800CX-HRRS800CX
Shortcut Button (Quick Menu) Some settings can be changed with a shortcut button in time mode.	Tipka prečaca (brzi izbornik) Neke postavke se mogu mijenjati s tipkom prečaca u vremenskom režimu.	RS800CX-HRRS800CX
Press and hold LIGHT > Quick menu • Keylock • Reminders • Alarm • Time zone • Sleep	Pritisnite i držite SVJETLO > Quick menu • Keylock – Blokiranje tipki • Reminders – Podsjetnici • Alarm • Time zone – Vremenska zona • Sleep – Hibernacija POSTAVKE	RS800CX-HRRS800CX
Settings 41 ENGLISH	41 HRVATSKI, SRPSKI	RS800CX-HRRS800CX
8. TRAINING PROGRAM View Program You can create and download a personalized training program to your training computer by using Polar ProTrainer 5.	8. PROGRAM VJEŽBANJA Pregled programa Koristeći Polar ProTrainer 5 stvorite i prebacite vama prilagođeni program vježbanja u monitor srčane frekvencije.	RS800CX-HRRS800CX
This chapter includes the basic instructions on how to navigate and manage the program once you have downloaded it to your training computer.	Ovo poglavlje uključuje osnovne upute kako pregledavati i upravljati programom kada ga prebacite u vaš monitor srčane frekvencije.	RS800CX-HRRS800CX
For further information on creating programmed exercises with the software, transferring them to your training computer, and analyzing your performance after training, see Polar ProTrainer 5 help.	Za dodatne informacije o stvaranju programiranih vježbi s ovim softverom, prebacivanjem u monitor srčane frekvencije i analizu vaših performansi nakon vježbanja, pogledajte upute softvera Polar ProTrainer 5.	RS800CX-HRRS800CX
After downloading the program, two special menus are created in your training computer where you can view your program and check your daily schedule.	Nakon skidanja programa za vježbanje, u vašem monitoru srčane frekvencije su prikazana dva dodatna izbornika, u kojima možete pregledati vaš program i provjeriti vaš dnevni raspored.	RS800CX-HRRS800CX
Scroll weeks, days, and exercises with UP or DOWN.	Pomičite se kroz tjedne, dane i vježbe s tipkama GORE i DOLJE.	RS800CX-HRRS800CX
Select week and day with OK.	Tjedan i dan odaberite s OK.	RS800CX-HRRS800CX
View your weekly program Select Program > Week view The week view offers an overview of your weekly exercises.	Pregled vašeg tjednog programa Odaberite Program > Week view Tjedni pregled nudi pregled vaših tjednih vježbi.	RS800CX-HRRS800CX
The white bar represents planned exercise time and the black bar represents performed exercise time.	Bijeli stupac predstavlja planirano vrijeme vježbanja, a crni stupac predstavlja obavljeno vrijeme vježbanja.	RS800CX-HRRS800CX
Weekly target exercise time is shown below the bars.	Ispod stupaca prikazano je tjedno ciljano vrijeme vježbanja.	RS800CX-HRRS800CX
Press and hold LIGHT to view the following information on the week: • Week info: Week name and description. • Targets: Summary of targets for the week.	Pritisnite i držite tipku SVJETLO za pregled slijedećih informacija u svezi tjedna: • Week info: Naziv i opis tjedna. • Targets: Sažetak ciljeva za ovaj tjedan.	RS800CX-HRRS800CX
Calories, distance* and duration.	Kalorije, udaljenost* i trajanje.	RS800CX-HRRS800CX
Planned time for sport zones: press OK and scroll between sport zones with UP or DOWN. • Results: Summary of results for the week.	Planirano vrijeme za sportske zone: pritisnite OK i prebacujte se između sportskih zona s GORE ili DOLJE. • Results: Sažetak tjednih rezultata.	RS800CX-HRRS800CX
Calories, distance* and duration.	Kalorije, udaljenost* i trajanje.	RS800CX-HRRS800CX
Performed time in sport zones: press OK and scroll between sport zones with UP or DOWN. • Reminder : Set alarm (on time, 10 min, 30 min or 1 hour before the exercise) and define sound type (Silent, Beep, Normal). • Program off : Remove the program from your training computer.	Planirano vrijeme za sportske zone: pritisnite OK i prebacujte se između sportskih zona s GORE ili DOLJE. • Reminder : Postavite alarm (na vrijeme; 10 min, 30 min ili 1 sat prije vježbe) i definirajte vrstu zvuka (Silent, Beep, Normal). • Program off : Uklonite program iz vašeg monitora srčane frekvencije.	RS800CX-HRRS800CX
View your daily program Select Program > Week view > Day view Select Today > Exercise view The day view offers an overview of your daily exercises.	Za pregled vašeg dnevnog programa Odaberite Program > Week view > Day view Odaberite Today > Exercise view Dnevni pregled nudi pregled vaših dnevnih vježbi.	RS800CX-HRRS800CX
The white bar represents planned exercise time and the black bar represents performed exercise time.	Bijeli stupac predstavlja planirano vrijeme vježbanja, a crni stupac predstavlja obavljeno vrijeme vježbanja.	RS800CX-HRRS800CX
Daily target exercise time is shown below the bars.	Ispod stupaca prikazano je dnevno ciljano vrijeme vježbanja.	RS800CX-HRRS800CX
Press and hold LIGHT to view additional information on the day: • Targets: Summary of targets for the day.	Pritisnite i držite tipku SVJETLO za pregled slijedećih informacija u svezi dana: • Targets: Sažetak ciljeva za ovaj dan.	RS800CX-HRRS800CX
Calories, distance,* and duration.	Kalorije, udaljenost* i trajanje.	RS800CX-HRRS800CX
Planned time for sport zones: press OK and scroll between sport zones with UP or DOWN. • Results: Summary of results for the day.	Planirano vrijeme za sportske zone: pritisnite OK i prebacujte se između sportskih zona s GORE ili DOLJE. • Results: Sažetak dnevnih rezultata.	RS800CX-HRRS800CX
Calories, distance,* and duration.	Kalorije, udaljenost* i trajanje.	RS800CX-HRRS800CX
Performed time in sport zones: press OK and scroll between sport zones with UP or DOWN. View your daily exercise	Planirano vrijeme za sportske zone: pritisnite OK i prebacujte se između sportskih zona s GORE ili DOLJE.	RS800CX-HRRS800CX
42 Training Program	42 PROGRAM VJEŽBANJA	RS800CX-HRRS800CX
ENGLISH	HRVATSKI, SRPSKI	RS800CX-HRRS800CX
Select Program > Week view > Day view > Exercise view The exercise view shows the following information: exercise name, description, and target duration.	Pregled vaše dnevne vježbe Odaberite Program > Week view > Day view > Exercise view Pregled vježbe prikazuje slijedeće informacije: naziv vježbe, opis i ciljano trajanje.	RS800CX-HRRS800CX
Press and hold LIGHT to view following information: • Targets: Summary of targets for the training session.	Pritisnite i držite tipku SVJETLO za pregled slijedećih informacija: • Targets: Sažetak ciljeva za ciklus vježbanja.	RS800CX-HRRS800CX
Calories, distance* and duration.	Kalorije, udaljenost* i trajanje.	RS800CX-HRRS800CX
Planned time for sport zones: press OK and scroll between sport zones with UP or DOWN. • Phases: Summary of phases for the training session. • Sport profile: View the name of chosen sport profile.	Planirano vrijeme za sportske zone: pritisnite OK i prebacujte se između sportskih zona s GORE ili DOLJE. • Phases: Sažetak faza ciklusa vježbanja. • Sport profile: Naziv odabranog sportskog profila.	RS800CX-HRRS800CX
For further information, see software help. • Reminder : Set the reminder time. *Optional s3/s3+ stride sensor, G3/G5 GPS sensor or cycling speed sensor W.I.N.D. required.	Za dodatne informacije, pogledajte upute softvera. • Reminder : Postavite vrijeme podsjetnika. *Potreban opcijski s3 trkaći senzor, G3 GPS senzor ili biciklistički senzor brzine W.I.N.D.	RS800CX-HRRS800CX
Perform Programmed Exercise Start training If you have set a reminder, your training computer will remind you to train according to plan on the scheduled date.	Provođenje programiranih vježbi Početak vježbanja Ako ste postavili podsjetnik, vaš monitor srčane frekvencije će vas podsjetiti da vježbate u skladu s planom na postavljeni datum.	RS800CX-HRRS800CX
Check the planned exercise information by pressing OK when the reminder has gone off.	Pregledajte informacije o planiranoj vježbi pritiskom na OK kada se podsjetnik ugasi.	RS800CX-HRRS800CX
Start Daily Exercise Select Today > Exercise view > Press OK > Press OK Select Program > Week view > Day view > Exercise view > Press OK > Press OK	Početak dnevne vježbe Odaberite Today > Exercise view > OK > OK Odaberite Program > Week view > Day view > Exercise view > OK > OK Za dodatne informacije o snimanju vježbanja, pogledajte Počnite vježbati (stranica 13).	RS800CX-HRRS800CX
For further information on exercise recording, see Start Training (page 13).	Vaš monitor srčane frekvencije će vas voditi kroz ciklus vježbanja.	RS800CX-HRRS800CX
Your training computer will guide you through the session.		RS800CX-HRRS800CX
Exercise with Phases Below is an example of an interval exercise, which is divided into four phases: Warm up / P1: Run 10 minutes at a heart rate between 55-65% of maximum heart rate.	Vježbanja u fazama Dolje je dan primjer intervalne vježbe, koja je podijeljena u četiri faze: Warm up / P1: Trčite 10 minuta s otkucajima srca između 55-65% vašeg maksimalnog broja otkucaja srca.	RS800CX-HRRS800CX
Interval / P2: Run 3 km at a pace between 3:30-4:00 min/km.	Interval / P2: Trčite 3 km s ritmom između 3:30-4:00 min/km.	RS800CX-HRRS800CX
Recovery / P3: After 3 km let your heart rate drop to 120 bpm.	Recovery / P3: Nakon 3 km neka broj otkucaja vašeg srca padne na 120 bpm.	RS800CX-HRRS800CX
Repeat phases 2 and 3 6 times each.	Ponovite faze 2 i 3 šest puta.	RS800CX-HRRS800CX
Cool down / P4: Run 10 minutes at a pace between 5:00-6:00 min/km.	Cool down / P4: Trčite 10 minuta s ritmom između 5:00-6:00 min/km.	RS800CX-HRRS800CX
Views during the exercise During the exercise you will see the following display types:	Prikazi za vrijeme vježbanja Za vrijeme vježbe vidjeti će te slijedeće vrste prikaza:	RS800CX-HRRS800CX
Every phase starts with a display showing: Phase name Zone type Zone limits Number of phase repeats left During exercise the phase display shows: Countdown timer/distance*, countup timer, number of current phase Target zone in graphical format (updated every 10 seconds, showing the last 8 minutes on the display) Heart rate Number of phase repeats left	Svaka faza započinje s prikazom: Naziv faze Vrsta zone Granice zone Broj preostalih ponavljanja faze Za vrijeme vježbe prikaz faze pokazuje: Odbrojavanje vremena/udaljenosti*, brojač vremena, broj trenutne faze Ciljanu zonu u grafičkom formatu (osvježavanje svakih 10 sek., prikazujući zadnjih 8 minuta na zaslonu) Otkucaji srca Broj preostalih ponavljanja faze PROGRAM VJEŽBANJA	RS800CX-HRRS800CX
Training Program 43	43 HRVATSKI, SRPSKI	RS800CX-HRRS800CX
ENGLISH Every phase ends with a phase-end display showing: Phase duration or distance* Heart rate difference (how much you have increased or decreased your heart rate during the phase) or average speed/pace Average heart rate Number of ended phase After performing the programmed exercise, this display shows that the exercise is completed.	Svaka faza završava s prikazom: Trajanje ili udaljenost* faze Razlika otkucaja srca (koliko ste povećali ili smanjili vaše otkucaje srca za vrijeme ove faze) ili prosječna brzina/ritam Prosječni broj otkucaja srca Broj završenih faza Kada je programirana vježba završena, zaslon prikazuje da je vježba završena.	RS800CX-HRRS800CX
The training computer enters Free exercise mode, and you can continue exercising without settings.	Monitor srčane frekvencije ulazi u režim Free vježbe i možete nastaviti vježbati bez postavki.	RS800CX-HRRS800CX
The exercise is recorded and information is gathered to File until you stop the exercise.	Vježba se sprema i informacije se skupljaju u datoteku dok ne zaustavite vježbu.	RS800CX-HRRS800CX
For further information on how to plan sessions with the software, and then transfer them to your training computer, see software help.	Za dodatne informacije u svezi planiranja ciklusa i prebacivanja na vaš monitor srčane frekvencije sa softverom, pogledajte upute softvera.	RS800CX-HRRS800CX
Functions During Exercise You can change the same settings in a programmed exercise as in any other exercise type.	Funkcije za vrijeme vježbanja Promijenite iste postavke programirane vježbe kao i bilo koje druge vrste vježbe.	RS800CX-HRRS800CX
For further information on different functions during exercise, see Button Functions During Exercise (page 20).	Za dodatne informacije o različitim funkcijama za vrijeme vježbe, pogledajte Funkcije tipki tijekom vježbanja (stranica 20).	RS800CX-HRRS800CX
The programmed exercise uses the sport profile settings set in the software.	Programirana vježba koristi postavke sportskog profila, postavljenih u softveru.	RS800CX-HRRS800CX
If you change the training computer settings during exercise (e.g. calibration factor), the changes will only apply to the current exercise.	Ako za vrijeme vježbanja promijenite postavke monitora srčane frekvencije (npr. faktor kalibracije), promjene će se odnositi samo na trenutnu vježbu.	RS800CX-HRRS800CX
Next time you start the same exercise, the training computer will use the sport profile settings defined in the software.	Slijedeći put kada počnete istu vježbu, monitor srčane frekvencije će koristiti postavke sportskog profila definirane u softveru.	RS800CX-HRRS800CX
Lap Menu To see the lap menu during programmed exercise, press and hold OK.	Izbornik kruga Za pregled izbornika kruga za vrijeme programirane vježbe, pritisnite i držite OK.	RS800CX-HRRS800CX
Scroll between options with UP or DOWN and select with OK.	Pomičite se između opcija s tipkama GORE ili DOLJE, i potvrdite s OK.	RS800CX-HRRS800CX
The contents of the lap menu depend on your exercise. • End phase: End current phase and move to the next phase in the exercise. • Jump to: Move to any other phase in your exercise. • Lock zone or Unlock zone: Lock your heart rate or speed/pace* to a certain sport zone if exercising without preset target zones.	Sadržaj izbornika kruga ovisi o vašoj vježbi. • End phase: završetak trenutne faze i prebacivanje na slijedeću fazu u vježbi. • Jump to: Prebacivanje na bilo koju drugu fazu vaše vježbe. • Lock zone ili Unlock zone: zaključajte otkucaje srca ili brzinu/ritam* prema određenoj sportskoj zoni ako vježbate bez postavljenih ciljanih zona.	RS800CX-HRRS800CX
See Exercise Results Select File > Exercise log After completing a programmed exercise, your training data will be saved under File.	Za pregled rezultata vježbe Odaberite File > Exercise log Nakon završetka programirane vježbe, podaci vašeg vježbanja će biti spremljeni u File.	RS800CX-HRRS800CX
For further information, see Analyze Exercise Results (page 23). *Optional s3/s3+ stride sensor, G3/G5 GPS sensor or cycling speed sensor W.I.N.D. required.	Za dodatne informacije, pogledajte Analiza rezultata vježbanja (stranica 23). *Potreban opcijski s3 trkaći senzor, G3 GPS senzor ili biciklistički senzor brzine W.I.N.D.	RS800CX-HRRS800CX
44 Training Program	44 PROGRAM VJEŽBANJA	RS800CX-HRRS800CX
ENGLISH 9. TESTS	HRVATSKI, SRPSKI	RS800CX-HRRS800CX
Polar Fitness Test TM	9. TESTOVI Polar Fitness Test TM	RS800CX-HRRS800CX
The Polar Fitness Test TM is an easy, safe, and quick way to measure your aerobic (cardiovascular) fitness at rest.	Polar Fitness Test TM je lak, siguran i brz način za mjerenje vaših aerobnih (kardiovaskularnih) sposobnosti u mirovanju.	RS800CX-HRRS800CX
The result, Polar OwnIndex, is comparable to maximal oxygen uptake (VO2max), which is commonly used to evaluate aerobic fitness.	Rezultat, Polar OwnIndex, je usporediv s maksimalnim unosom kisika (VO 2max), koji se obično koristi za ocjenu aerobnih sposobnosti.	RS800CX-HRRS800CX
Your long-term level of physical activity, heart rate, heart rate variability at rest, gender, age, height, and body weight all influence OwnIndex.	Vaša dugoročna fizička aktivnost, otkucaji srca, promjenjivost otkucaja srca u mirovanju, spol, starost, visina i masa utječu na OwnIndex.	RS800CX-HRRS800CX
The Polar Fitness Test is developed for use by healthy adults.	Polar Fitness Test je razvijen da ga koriste zdrave odrasle osobe.	RS800CX-HRRS800CX
Aerobic fitness relates to how well your cardiovascular system works to transport oxygen to your body.	Aerobna sposobnost se odnosi na činjenicu koliko dobro vaš kardiovaskularni sustav radi za prijenos kisika u vaše tijelo.	RS800CX-HRRS800CX
The better your aerobic fitness, the stronger and more efficient your heart is.	Što imate više aerobne sposobnosti, to je vaše srce jače i efikasnije.	RS800CX-HRRS800CX
Good aerobic fitness has many health benefits.	Dobre aerobne sposobnosti imaju mnoge zdravstvene prednosti.	RS800CX-HRRS800CX
For example, it helps in decreasing high blood pressure and your risk of cardiovascular diseases and stroke.	Na primjer, pomažu u smanjenju visokog krvnog tlaka i rizika od kardiovaskularnih bolesti i srčanog udara.	RS800CX-HRRS800CX
If you want to improve your aerobic fitness it takes, on average, six weeks of regular training to see a noticeable change in your OwnIndex.	Ako želite poboljšati vaše aerobne sposobnosti, u prosjeku treba šest tjedana redovitog vježbanja kako bi vidjeli značajnu promjenu vašeg OwnIndexa.	RS800CX-HRRS800CX
Less fit individuals see progress even more rapidly.	Manje sposobni pojedinci će brže uočiti promjene.	RS800CX-HRRS800CX
The better your aerobic fitness, the smaller the improvements in your OwnIndex. Aerobic fitness is best improved by exercise types that use large muscle groups.	Što su vaše aerobne sposobnosti veće, to će promjene vašeg OwnIndexa biti manje Aerobne sposobnosti se najbolje poboljšavaju vrstama vježbi koje koriste velike grupe mišića.	RS800CX-HRRS800CX
Such activities include running, cycling, walking, rowing, swimming, skating, and cross-country skiing.	Takve aktivnosti uključuju trčanje, vožnju bicikla, hodanje, veslanje, plivanje, klizanje i skijaško trčanje.	RS800CX-HRRS800CX
To monitor your progress, start by measuring your OwnIndex a couple of times during the first two weeks in order to get a baseline value, and then repeat the test approximately once a month.	Kako bi nadgledali vaš napredak, počnite s mjerenjem vašeg OwnIndexa nekoliko puta tijekom prva dva tjedna kako bi dobili početnu vrijednost, i nakon toga test ponovite otprilike jednom mjesečno.	RS800CX-HRRS800CX
With the Polar Fitness Test, you can also calculate the predicted maximum heart rate value (HR max-p).	S Polar Fitness Testom, također možete izračunati predviđeni maksimalni broj otkucaja srca (HR max-p).	RS800CX-HRRS800CX
The HRmax-p score predicts your individual maximum heart rate more accurately than the age-based formula (220 - age).	HRmax-p rezultat puno bolje predviđa vaš individualni maksimalni broj otkucaja srca od formule na osnovi godina (220-godine).	RS800CX-HRRS800CX
For further information on HRmax, see User Settings (page 37).	Za dodatne informacije o vrijednosti HR max, pogledajte Korisničke postavke (stranica 37).	RS800CX-HRRS800CX
To make sure the test results are reliable, the following basic requirements apply: • You can perform the test anywhere - at home, at the office, at a health club - provided the testing environment is peaceful.	Kako bi osigurali da su testni rezultati pouzdani, vrijede slijedeći osnovni zahtjevi: • Test možete provesti bilo gdje – u kući, u uredu, u fitnes centru – uz uvjet da je okolina mirna.	RS800CX-HRRS800CX
There should be no disturbing noises (e.g. television, radio, or telephone) and no other people talking to you. • Always take the test in the same environment and at the same hour. • Avoid eating a heavy meal or smoking 2-3 hours prior to testing. • Avoid heavy physical exertion, alcohol, and pharmacological stimulants on the test day and the previous day. • You should be relaxed and calm.	Ne bi smjelo biti ometajuće buke (npr. televizija, radio ili telefon) i drugih ljudi koji vam pričaju. • Test uvijek provodite u istoj okolini i u isto vrijeme. • Izbjegavajte puno jesti ili pušiti 2-3 sata prije testa. • Izbjegavajte teške fizičke napore, alkohol i lijekove na dan testiranja i dan prije. • Trebali bi biti opušteni i mirni.	RS800CX-HRRS800CX
Lie down and relax for 1-3 minutes before starting the test.	Legnite 1-3 minute prije početak testa.	RS800CX-HRRS800CX
Before the Test Wear the Heart Rate Sensor For further information, see Wear the Heart Rate Sensor (page 13).	Prije testa Nosite primopredajnik Za dodatne informacije, pogledajte Nošenje primopredajnika (stranica 13).	RS800CX-HRRS800CX
Enter User Information Select Settings > User To carry out the Polar Fitness Test, enter your personal user information and long-term physical activity level in User settings.	Unesite korisničke informacije Odaberite Settings > User Za provođenje Polar Fitness Testa, unesite vaše osobne informacije i razinu dugoročnih fizičkih aktivnosti u Korisničke postavke.	RS800CX-HRRS800CX
Set HRmax-p On If you want to obtain your predicted maximum heart rate value, turn HRmax-p on.	Uključite HRmax-p Ako želite dobiti predviđeni maksimalni broj otkucaja srca, uključite HR max-p.	RS800CX-HRRS800CX
Select Test > Fitness > HR max-p > On	TESTOVI	RS800CX-HRRS800CX
Tests 45 ENGLISH	45 HRVATSKI, SRPSKI	RS800CX-HRRS800CX
Performing the Test Select Test > Fitness > Start > Fitness Test Lie Down	Odaberite Test > Fitness > HR max-p > On	RS800CX-HRRS800CX
The fitness test begins in five seconds.	Provođenje testa Odaberite Test > Fitness > Start > Fitness Test Lie Down Fitnes test započne unutar pet sekundi.	RS800CX-HRRS800CX
Arrows indicate that the test is ongoing.	Strelice označavaju da test traje.	RS800CX-HRRS800CX
Stay relaxed and limit body movements and communication with other people.	Legnite, ostanite opušteni i ograničite pokrete tijelom i komunikaciju s drugim osobama.	RS800CX-HRRS800CX
If you have not set your long-term physical activity level in User Settings, Set your personal activity level is displayed.	Ako u Korisničkim postavkama niste postavili vašu dugoročnu fizičku aktivnost, na zaslonu se pojavi Set your personal activity level .	RS800CX-HRRS800CX
Select Top, High, Moderate , or Low.	Odaberite Top, High, Moderate ili Low.	RS800CX-HRRS800CX
For further information on activity levels, see User Settings (page 37).	Za dodatne informacije o razinama aktivnosti, pogledajte Korisničke postavke (stranica 37).	RS800CX-HRRS800CX
If your training computer does not receive your heart rate at the beginning or during the test, the test fails and Test failed, check WearLink is displayed.	Ako vaš monitor srčane frekvencije ne prima otkucaje vašeg srca na početku ili za vrijeme testa, test nije uspio i prikaže se Test failed, check WearLink .	RS800CX-HRRS800CX
Check that the heart rate sensor electrodes are wet and that the textile strap is snug enough, and start the test again.	Provjerite da li su elektrode primopredajnika vlažne i da li tekstilna traka dobro naliježe, te ponovo započnite test.	RS800CX-HRRS800CX
When the test is over, you will hear two beeps.	Kada test završi, ćuti će te dva zvučna signala.	RS800CX-HRRS800CX
OwnIndex is displayed with a numerical value and level evaluation.	Prikaže se OwnIndex s brojčanom vrijednosti i ocjeni razine.	RS800CX-HRRS800CX
For further information on evaluations, see Fitness Level Classes.	Za dodatne informacije o ocjenama, pogledajte Klase fitnes razina.	RS800CX-HRRS800CX
To display your Predicted maximum heart rate value press DOWN.	Za prikaz vašeg predviđenog maksimalnog broja otkucaja srca ( Predicted maximum heart rate ) pritisnite DOLJE. Pritisnite OK za izlaz.	RS800CX-HRRS800CX
Press OK to exit.	Update to VO2 max?	RS800CX-HRRS800CX
Update to VO2 max? • Select Yes to save the OwnIndex value to your user settings and Fitness Test Trend menu. • Select No only if you know your laboratory-measured VO2max value, and if it differs more than one fitness level class from the OwnIndex result.	(Nadopuni VO2 max?) • • Odaberite Yes za spremanje OwnIndex vrijednosti u vaše korisničke postavke i izbornik Fitness Test Trend. Odaberite No samo ako znate vašu u laboratoriju izmjerenu vrijednost VO 2maxi ako se razlikuje sa više od jedne klase fitnes razine od OwnIndex rezultata.	RS800CX-HRRS800CX
Your OwnIndex value is saved only to the Fitness Test Trend menu.	Vaša OwnIndex vrijednost se sprema samo u izbornik Fitness Test Trend.	RS800CX-HRRS800CX
For further information, see Fitness Test Trend .	Za dodatne informacije, pogledajte Fitness Test Trend .	RS800CX-HRRS800CX
Update to HR max? (if HRmax-p is on) • Select Yes to save the value to your user settings. • Select No if you know your laboratory-measured HRmax.	Update to HR max? (ako je HRmax-p aktivirano) • •	RS800CX-HRRS800CX
You can stop the test at any time by pressing STOP.	Odaberite Yes za spremanje vrijednosti u vaše korisničke postavke.	RS800CX-HRRS800CX
Fitness Test canceled is displayed for a few seconds.	Odaberite No ako znate vašu u laboratoriju izmjerenu vrijednost HR max.	RS800CX-HRRS800CX
After saving the OwnIndex and HRmax-p values, they will be used for calculating calorie consumption.	Test možete zaustaviti u bilo kojem trenutku pritiskom na STOP.	RS800CX-HRRS800CX
After the Test Fitness Level Classes	Na par sekundi se prikaže Fitness Test canceled .	RS800CX-HRRS800CX
Your OwnIndex is most meaningful when comparing your individual values and changes in them over time.	Spremljene vrijednosti OwnIndex i HR max-p će se koristiti za proračun potrošnje kalorija.	RS800CX-HRRS800CX
	Nakon testa Klase fitnes razina Vaš OwnIndex ima najviše smisla prilikom usporedbe vaših individualnih vrijednosti i promjena kroz vrijeme.	RS800CX-HRRS800CX
OwnIndex can also be interpreted based on gender and age.	OwnIndex se također može interpretirati na osnovi spola i starosti.	RS800CX-HRRS800CX
Locate your OwnIndex on the table below, and find out how your aerobic fitness compares to others of the same gender and age.	Pronađite vaš OwnIndex u donjoj tablici i usporedite kakve su vaše aerobne sposobnosti u odnosu na druge osobe vašeg spola i godina.	RS800CX-HRRS800CX
Top athletes typically score OwnIndex values above 70 (men) and 60 (women).	Vrhunski sportaši obično imaju vrijednost OwnIndexa iznad 70 (muškarci) i 60 (žene).	RS800CX-HRRS800CX
Olympic-level endurance athletes can reach values as high as 95.	Sportaški olimpijske izdržljivosti mogu doseći vrijednosti i do 95.	RS800CX-HRRS800CX
